grid,positionOrder,year,round,driverRef,nationalityDriver,constructorRef,nationalityConstructor,circuitRef,location,country,lat,lng,alt,traction,track_evolution,braking,asphalt_grip,lateral,asphalt_abrasion,tyre_stress,downforce,c1_compound,c2_compound,c3_compound,c4_compound,c5_compound,lapsTotal,race_dist,circuit_length,turns,elevation_change,top_speed,tyre_camber_lim_front,tyre_camber_lim_rear,min_starting_press_front,min_starting_press_rear,month,age,firstDriver
16.0,16.0,2022.0,11.0,tsunoda,0,alphatauri,1,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,22,1
16.0,19.0,2023.0,9.0,tsunoda,0,alphatauri,1,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,23,1
0.0,17.0,2023.0,9.0,de_vries,1,alphatauri,1,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,28,0
3.0,18.0,2022.0,11.0,sainz,1,ferrari,1,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,27,0
5.0,20.0,2022.0,11.0,perez,0,red_bull,1,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,32,0
8.0,20.0,2023.0,9.0,hulkenberg,1,haas,0,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,35,0
17.0,19.0,2022.0,11.0,latifi,0,williams,1,red_bull_ring,Spielberg,Austria,47.2197,14.7647,678.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,71.0,306.452,4.318,10.0,63.4,324.7,-3.25,-1.75,23.0,20.0,7,27,0
3.0,2.0,2022.0,20.0,hamilton,1,mercedes,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,37,1
2.0,4.0,2022.0,20.0,russell,1,mercedes,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,24,0
5.0,5.0,2022.0,20.0,sainz,1,ferrari,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,28,0
7.0,6.0,2022.0,20.0,leclerc,1,ferrari,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,25,1
4.0,3.0,2022.0,20.0,perez,0,red_bull,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,32,0
1.0,1.0,2022.0,20.0,max_verstappen,1,red_bull,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,25,1
11.0,7.0,2022.0,20.0,ricciardo,0,mclaren,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,33,0
8.0,9.0,2022.0,20.0,norris,1,mclaren,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,22,1
17.0,12.0,2022.0,20.0,albon,0,williams,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,26,1
10.0,8.0,2022.0,20.0,ocon,1,alpine,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,26,1
16.0,14.0,2022.0,20.0,vettel,1,aston_martin,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,35,0
20.0,15.0,2022.0,20.0,stroll,0,aston_martin,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,24,1
6.0,10.0,2022.0,20.0,bottas,1,alfa,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,33,1
12.0,13.0,2022.0,20.0,zhou,0,alfa,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,23,0
19.0,17.0,2022.0,20.0,kevin_magnussen,1,haas,0,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,30,1
15.0,16.0,2022.0,20.0,mick_schumacher,1,haas,0,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,23,0
14.0,11.0,2022.0,20.0,gasly,1,alphatauri,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,26,0
9.0,19.0,2022.0,20.0,alonso,1,alpine,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,41,0
18.0,18.0,2022.0,20.0,latifi,0,williams,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,27,0
13.0,20.0,2022.0,20.0,tsunoda,0,alphatauri,1,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,71.0,305.354,4.304,17.0,2.675,356.9,-3.25,-1.75,23.5,20.5,10,22,1
17.0,17.0,2022.0,15.0,ricciardo,0,mclaren,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,33,0
7.0,7.0,2022.0,15.0,norris,1,mclaren,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,22,1
4.0,4.0,2022.0,15.0,hamilton,1,mercedes,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,37,1
6.0,2.0,2022.0,15.0,russell,1,mercedes,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,24,0
15.0,12.0,2022.0,15.0,albon,0,williams,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,26,1
3.0,8.0,2022.0,15.0,sainz,1,ferrari,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,28,0
2.0,3.0,2022.0,15.0,leclerc,1,ferrari,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,24,1
13.0,6.0,2022.0,15.0,alonso,1,alpine,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,41,0
12.0,9.0,2022.0,15.0,ocon,1,alpine,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,25,1
19.0,14.0,2022.0,15.0,vettel,1,aston_martin,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,35,0
10.0,10.0,2022.0,15.0,stroll,0,aston_martin,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,23,1
14.0,16.0,2022.0,15.0,zhou,0,alfa,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,23,0
5.0,5.0,2022.0,15.0,perez,0,red_bull,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,32,0
1.0,1.0,2022.0,15.0,max_verstappen,1,red_bull,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,24,1
18.0,15.0,2022.0,15.0,kevin_magnussen,1,haas,0,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,29,1
8.0,13.0,2022.0,15.0,mick_schumacher,1,haas,0,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,23,0
11.0,11.0,2022.0,15.0,gasly,1,alphatauri,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,26,0
20.0,18.0,2022.0,15.0,latifi,0,williams,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,27,0
16.0,19.0,2022.0,15.0,bottas,1,alfa,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,33,1
9.0,20.0,2022.0,15.0,tsunoda,0,alphatauri,1,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,72.0,306.587,4.259,14.0,8.65,327.5,-3.0,-2.0,24.0,21.0,9,22,1
11.0,7.0,2022.0,2.0,norris,1,mclaren,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,22,1
19.0,17.0,2023.0,2.0,norris,1,mclaren,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,23,1
8.0,15.0,2023.0,2.0,piastri,0,mclaren,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,21,0
15.0,10.0,2022.0,2.0,hamilton,1,mercedes,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,37,1
7.0,5.0,2023.0,2.0,hamilton,1,mercedes,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,38,1
6.0,5.0,2022.0,2.0,russell,1,mercedes,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,24,0
3.0,4.0,2023.0,2.0,russell,1,mercedes,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,25,0
20.0,16.0,2023.0,2.0,sargeant,0,williams,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,22,0
3.0,3.0,2022.0,2.0,sainz,1,ferrari,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,27,0
4.0,6.0,2023.0,2.0,sainz,1,ferrari,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,28,0
2.0,2.0,2022.0,2.0,leclerc,1,ferrari,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,24,1
12.0,7.0,2023.0,2.0,leclerc,1,ferrari,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,25,1
5.0,6.0,2022.0,2.0,ocon,1,alpine,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,25,1
6.0,8.0,2023.0,2.0,ocon,1,alpine,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,26,1
9.0,9.0,2023.0,2.0,gasly,1,alpine,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,27,0
2.0,3.0,2023.0,2.0,alonso,1,aston_martin,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,41,0
17.0,12.0,2022.0,2.0,hulkenberg,1,aston_martin,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,34,0
12.0,11.0,2022.0,2.0,zhou,0,alfa,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,22,0
11.0,13.0,2023.0,2.0,zhou,0,alfa,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,23,0
1.0,4.0,2022.0,2.0,perez,0,red_bull,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,32,0
1.0,1.0,2023.0,2.0,perez,0,red_bull,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,33,0
4.0,1.0,2022.0,2.0,max_verstappen,1,red_bull,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,24,1
15.0,2.0,2023.0,2.0,max_verstappen,1,red_bull,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,25,1
10.0,12.0,2023.0,2.0,hulkenberg,1,haas,0,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,35,0
10.0,9.0,2022.0,2.0,kevin_magnussen,1,haas,0,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,29,1
13.0,10.0,2023.0,2.0,kevin_magnussen,1,haas,0,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,30,1
9.0,8.0,2022.0,2.0,gasly,1,alphatauri,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,26,0
16.0,11.0,2023.0,2.0,tsunoda,0,alphatauri,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,22,1
18.0,14.0,2023.0,2.0,de_vries,1,alphatauri,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,28,0
13.0,13.0,2022.0,2.0,stroll,0,aston_martin,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,23,1
14.0,18.0,2023.0,2.0,bottas,1,alfa,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,33,1
18.0,18.0,2022.0,2.0,latifi,0,williams,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,26,0
17.0,19.0,2023.0,2.0,albon,0,williams,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,27,1
14.0,17.0,2022.0,2.0,ricciardo,0,mclaren,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,32,0
5.0,20.0,2023.0,2.0,stroll,0,aston_martin,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,24,1
19.0,19.0,2022.0,2.0,tsunoda,0,alphatauri,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,21,1
16.0,14.0,2022.0,2.0,albon,0,williams,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,26,1
