grid,positionOrder,year,round,driverRef,nationalityDriver,constructorRef,nationalityConstructor,circuitRef,location,country,lat,lng,alt,traction,track_evolution,braking,asphalt_grip,lateral,asphalt_abrasion,tyre_stress,downforce,c1_compound,c2_compound,c3_compound,c4_compound,c5_compound,lapsTotal,race_dist,circuit_length,turns,elevation_change,top_speed,tyre_camber_lim_front,tyre_camber_lim_rear,min_starting_press_front,min_starting_press_rear,month,age,firstDriver
0.0,20.0,2022.0,2.0,mick_schumacher,1,haas,0,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,23,0
7.0,16.0,2022.0,2.0,alonso,1,alpine,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,40,0
8.0,15.0,2022.0,2.0,bottas,1,alfa,1,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,50.0,308.45,6.174,27.0,2.48,334.6,-3.25,-1.75,22.5,21.0,3,32,1
14.0,13.0,2022.0,5.0,ricciardo,0,mclaren,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,32,0
16.0,17.0,2023.0,5.0,norris,1,mclaren,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,23,1
6.0,6.0,2022.0,5.0,hamilton,1,mercedes,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,37,1
13.0,6.0,2023.0,5.0,hamilton,1,mercedes,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,38,1
12.0,5.0,2022.0,5.0,russell,1,mercedes,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,24,0
6.0,4.0,2023.0,5.0,russell,1,mercedes,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,25,0
18.0,9.0,2022.0,5.0,albon,0,williams,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,26,1
11.0,14.0,2023.0,5.0,albon,0,williams,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,27,1
19.0,14.0,2022.0,5.0,latifi,0,williams,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,26,0
2.0,3.0,2022.0,5.0,sainz,1,ferrari,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,27,0
3.0,5.0,2023.0,5.0,sainz,1,ferrari,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,28,0
1.0,2.0,2022.0,5.0,leclerc,1,ferrari,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,24,1
7.0,7.0,2023.0,5.0,leclerc,1,ferrari,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,25,1
11.0,11.0,2022.0,5.0,alonso,1,alpine,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,40,0
20.0,8.0,2022.0,5.0,ocon,1,alpine,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,25,1
8.0,9.0,2023.0,5.0,ocon,1,alpine,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,26,1
5.0,8.0,2023.0,5.0,gasly,1,alpine,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,27,0
2.0,3.0,2023.0,5.0,alonso,1,aston_martin,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,41,0
0.0,10.0,2022.0,5.0,stroll,0,aston_martin,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,23,1
18.0,12.0,2023.0,5.0,stroll,0,aston_martin,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,24,1
5.0,7.0,2022.0,5.0,bottas,1,alfa,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,32,1
10.0,13.0,2023.0,5.0,bottas,1,alfa,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,33,1
14.0,16.0,2023.0,5.0,zhou,0,alfa,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,23,0
4.0,4.0,2022.0,5.0,perez,0,red_bull,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,32,0
1.0,2.0,2023.0,5.0,perez,0,red_bull,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,33,0
3.0,1.0,2022.0,5.0,max_verstappen,1,red_bull,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,24,1
9.0,1.0,2023.0,5.0,max_verstappen,1,red_bull,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,25,1
12.0,15.0,2023.0,5.0,hulkenberg,1,haas,0,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,35,0
4.0,10.0,2023.0,5.0,kevin_magnussen,1,haas,0,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,30,1
15.0,15.0,2022.0,5.0,mick_schumacher,1,haas,0,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,23,0
9.0,12.0,2022.0,5.0,tsunoda,0,alphatauri,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,22,1
17.0,11.0,2023.0,5.0,tsunoda,0,alphatauri,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,23,1
15.0,18.0,2023.0,5.0,de_vries,1,alphatauri,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,28,0
19.0,19.0,2023.0,5.0,piastri,0,mclaren,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,22,0
20.0,20.0,2023.0,5.0,sargeant,0,williams,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,22,0
8.0,19.0,2022.0,5.0,norris,1,mclaren,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,22,1
0.0,17.0,2022.0,5.0,vettel,1,aston_martin,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,34,0
7.0,18.0,2022.0,5.0,gasly,1,alphatauri,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,26,0
17.0,20.0,2022.0,5.0,zhou,0,alfa,1,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,22,0
16.0,16.0,2022.0,5.0,kevin_magnussen,1,haas,0,miami,Miami,USA,25.9581,-80.2389,7.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,57.0,308.484,5.412,19.0,3.53,349.3,,,,,5,29,1
